image_id,label
test_1120a,soda
test_1120b,soda
test_1120c,tomatosauce
test_1120d,water
test_1121a,oil
test_1121b,honey
test_1121c,chocolate
test_1121d,juice
test_1122a,cereal
test_1122b,jam
test_1122c,water
test_1122d,rice
test_1123a,tomatosauce
test_1123b,jam
test_1123c,honey
test_1123d,nuts
test_1124a,water
test_1124b,water
test_1124c,water
test_1124d,water
test_1125a,tea
test_1125b,water
test_1125c,rice
test_1125d,honey
test_1126a,coffee
test_1126b,water
test_1126c,chips
test_1126d,water
test_1127a,juice
test_1127b,honey
test_1127c,oil
test_1127d,fish
test_1128a,jam
test_1128b,candy
test_1128c,water
test_1128d,jam
test_1129a,chips
test_1129b,chocolate
test_1129c,vinegar
test_1129d,honey
test_1130a,coffee
test_1130b,spices
test_1130c,tomatosauce
test_1130d,honey
test_1131a,tea
test_1131b,cake
test_1131c,water
test_1131d,jam
test_1132a,candy
test_1132b,candy
test_1132c,tea
test_1132d,beans
test_1133a,tea
test_1133b,coffee
test_1133c,honey
test_1133d,tea
test_1134a,water
test_1134b,honey
test_1134c,coffee
test_1134d,cereal
test_1135a,tomatosauce
test_1135b,soda
test_1135c,tea
test_1135d,water
test_1136a,candy
test_1136b,candy
test_1136c,chocolate
test_1136d,jam
test_1137a,candy
test_1137b,soda
test_1137c,chocolate
test_1137d,chocolate
test_1138a,cereal
test_1138b,chips
test_1138c,water
test_1138d,candy
test_1139a,water
test_1139b,milk
test_1139c,water
test_1139d,tomatosauce
test_1140a,tea
test_1140b,milk
test_1140c,chocolate
test_1140d,tea
test_1141a,tomatosauce
test_1141b,cake
test_1141c,nuts
test_1141d,coffee
test_1142a,coffee
test_1142b,tomatosauce
test_1142c,water
test_1142d,cake
test_1143a,chocolate
test_1143b,jam
test_1143c,juice
test_1143d,juice
test_1144a,nuts
test_1144b,water
test_1144c,rice
test_1144d,jam
test_1145a,oil
test_1145b,flour
test_1145c,nuts
test_1145d,juice
test_1146a,soda
test_1146b,chocolate
test_1146c,milk
test_1146d,chocolate
test_1147a,chocolate
test_1147b,cereal
test_1147c,coffee
test_1147d,tea
test_1148a,tea
test_1148b,candy
test_1148c,cereal
test_1148d,fish
test_1149a,water
test_1149b,tea
test_1149c,honey
test_1149d,tomatosauce
test_1150a,jam
test_1150b,tea
test_1150c,cereal
test_1150d,tomatosauce
test_1151a,rice
test_1151b,tomatosauce
test_1151c,milk
test_1151d,tea
test_1152a,tomatosauce
test_1152b,spices
test_1152c,soda
test_1152d,nuts
test_1153a,chocolate
test_1153b,oil
test_1153c,jam
test_1153d,honey
test_1154a,tea
test_1154b,sugar
test_1154c,spices
test_1154d,cereal
test_1155a,fish
test_1155b,candy
test_1155c,chocolate
test_1155d,chocolate
test_1156a,tomatosauce
test_1156b,honey
test_1156c,juice
test_1156d,milk
test_1157a,tea
test_1157b,candy
test_1157c,spices
test_1157d,chips
test_1158a,chocolate
test_1158b,juice
test_1158c,water
test_1158d,milk
test_1159a,nuts
test_1159b,spices
test_1159c,jam
test_1159d,chocolate
test_1160a,cereal
test_1160b,rice
test_1160c,cake
test_1160d,candy
test_1161a,water
test_1161b,chocolate
test_1161c,honey
test_1161d,tomatosauce
test_1162a,candy
test_1162b,candy
test_1162c,tomatosauce
test_1162d,candy
test_1163a,cereal
test_1163b,coffee
test_1163c,beans
test_1163d,rice
test_1164a,tea
test_1164b,coffee
test_1164c,cereal
test_1164d,candy
test_1165a,water
test_1165b,chips
test_1165c,spices
test_1165d,coffee
test_1166a,tea
test_1166b,spices
test_1166c,chocolate
test_1166d,chocolate
test_1167a,tea
test_1167b,tea
test_1167c,tea
test_1167d,candy
test_1168a,tomatosauce
test_1168b,jam
test_1168c,soda
test_1168d,chocolate
test_1169a,tomatosauce
test_1169b,water
test_1169c,cereal
test_1169d,coffee
test_1170a,tea
test_1170b,coffee
test_1170c,tea
test_1170d,nuts
test_1171a,chocolate
test_1171b,chocolate
test_1171c,candy
test_1171d,chocolate
test_1172a,tea
test_1172b,candy
test_1172c,tomatosauce
test_1172d,jam
test_1173a,chocolate
test_1173b,spices
test_1173c,tea
test_1173d,tomatosauce
test_1174a,water
test_1174b,candy
test_1174c,cereal
test_1174d,soda
test_1175a,cereal
test_1175b,tomatosauce
test_1175c,cake
test_1175d,honey
test_1176a,fish
test_1176b,coffee
test_1176c,juice
test_1176d,tea
test_1177a,coffee
test_1177b,chips
test_1177c,candy
test_1177d,juice
test_1178a,tomatosauce
test_1178b,candy
test_1178c,jam
test_1178d,tomatosauce
test_1179a,honey
test_1179b,jam
test_1179c,coffee
test_1179d,chips
test_1180a,tea
test_1180b,candy
test_1180c,honey
test_1180d,jam
test_1181a,tomatosauce
test_1181b,chocolate
test_1181c,soda
test_1181d,coffee
test_1182a,jam
test_1182b,chocolate
test_1182c,oil
test_1182d,honey
test_1183a,chocolate
test_1183b,water
test_1183c,soda
test_1183d,rice
test_1184a,milk
test_1184b,tomatosauce
test_1184c,sugar
test_1184d,candy
test_1185a,chocolate
test_1185b,chocolate
test_1185c,candy
test_1185d,tea
test_1186a,tea
test_1186b,chocolate
test_1186c,pasta
test_1186d,juice
test_1187a,candy
test_1187b,rice
test_1187c,milk
test_1187d,candy
test_1188a,honey
test_1188b,coffee
test_1188c,coffee
test_1188d,tea
test_1189a,flour
test_1189b,nuts
test_1189c,candy
test_1189d,corn
test_1190a,cereal
test_1190b,chocolate
test_1190c,candy
test_1190d,chocolate
test_1191a,honey
test_1191b,jam
test_1191c,chocolate
test_1191d,oil
test_1192a,milk
test_1192b,tea
test_1192c,honey
test_1192d,nuts
test_1193a,milk
test_1193b,honey
test_1193c,fish
test_1193d,juice
test_1194a,coffee
test_1194b,chocolate
test_1194c,candy
test_1194d,spices
test_1195a,coffee
test_1195b,chocolate
test_1195c,nuts
test_1195d,coffee
test_1196a,jam
test_1196b,juice
test_1196c,tea
test_1196d,honey
test_1197a,spices
test_1197b,honey
test_1197c,water
test_1197d,cake
test_1198a,chocolate
test_1198b,water
test_1198c,jam
test_1198d,chocolate
test_1199a,juice
test_1199b,chocolate
test_1199c,milk
test_1199d,oil
test_1200a,tea
test_1200b,candy
test_1200c,tomatosauce
test_1200d,beans
test_1201a,chocolate
test_1201b,juice
test_1201c,chocolate
test_1201d,oil
test_1202a,chocolate
test_1202b,oil
test_1202c,tomatosauce
test_1202d,chocolate
test_1203a,tomatosauce
test_1203b,beans
test_1203c,cereal
test_1203d,tea
test_1204a,water
test_1204b,water
test_1204c,candy
test_1204d,candy
test_1205a,tea
test_1205b,water
test_1205c,tomatosauce
test_1205d,chocolate
test_1206a,candy
test_1206b,milk
test_1206c,cake
test_1206d,vinegar
test_1207a,tea
test_1207b,milk
test_1207c,soda
test_1207d,milk
test_1208a,juice
test_1208b,flour
test_1208c,coffee
test_1208d,water
test_1209a,candy
test_1209b,jam
test_1209c,milk
test_1209d,coffee
test_1210a,water
test_1210b,coffee
test_1210c,juice
test_1210d,cake
test_1211a,jam
test_1211b,chocolate
test_1211c,chocolate
test_1211d,spices
test_1212a,coffee
test_1212b,coffee
test_1212c,chocolate
test_1212d,jam
test_1213a,milk
test_1213b,juice
test_1213c,nuts
test_1213d,jam
test_1214a,soda
test_1214b,tomatosauce
test_1214c,water
test_1214d,jam
test_1215a,tomatosauce
test_1215b,tea
test_1215c,water
test_1215d,water
test_1216a,vinegar
test_1216b,milk
test_1216c,rice
test_1216d,coffee
test_1217a,cake
test_1217b,chocolate
test_1217c,chocolate
test_1217d,honey
test_1218a,juice
test_1218b,tea
test_1218c,candy
test_1218d,candy
test_1219a,coffee
test_1219b,candy
test_1219c,sugar
test_1219d,jam
test_1220a,soda
test_1220b,soda
test_1220c,tomatosauce
test_1220d,chips
test_1221a,juice
test_1221b,fish
test_1221c,chocolate
test_1221d,vinegar
test_1222a,milk
test_1222b,candy
test_1222c,tea
test_1222d,chocolate
test_1223a,rice
test_1223b,juice
test_1223c,chocolate
test_1223d,honey
test_1224a,tomatosauce
test_1224b,coffee
test_1224c,water
test_1224d,jam
test_1225a,tea
test_1225b,water
test_1225c,chips
test_1225d,honey
test_1226a,jam
test_1226b,candy
test_1226c,tea
test_1226d,chocolate
test_1227a,cereal
test_1227b,oil
test_1227c,milk
test_1227d,oil
test_1228a,honey
test_1228b,tea
test_1228c,juice
test_1228d,tomatosauce
test_1229a,rice
test_1229b,coffee
test_1229c,rice
test_1229d,rice
test_1230a,soda
test_1230b,tea
test_1230c,flour
test_1230d,chips
test_1231a,water
test_1231b,coffee
test_1231c,water
test_1231d,oil
test_1232a,chocolate
test_1232b,candy
test_1232c,chocolate
test_1232d,juice
test_1233a,chocolate
test_1233b,chocolate
test_1233c,honey
test_1233d,water
test_1234a,tomatosauce
test_1234b,jam
test_1234c,water
test_1234d,honey
test_1235a,cereal
test_1235b,chocolate
test_1235c,honey
test_1235d,juice
test_1236a,chocolate
test_1236b,rice
test_1236c,candy
test_1236d,jam
test_1237a,vinegar
test_1237b,honey
test_1237c,tomatosauce
test_1237d,pasta
test_1238a,candy
test_1238b,cake
test_1238c,chocolate
test_1238d,cereal
test_1239a,chips
test_1239b,spices
test_1239c,chocolate
test_1239d,cereal
test_1240a,coffee
test_1240b,chocolate
test_1240c,juice
test_1240d,chocolate
test_1241a,nuts
test_1241b,water
test_1241c,milk
test_1241d,honey
test_1242a,tomatosauce
test_1242b,honey
test_1242c,candy
test_1242d,chocolate
test_1243a,candy
test_1243b,rice
test_1243c,water
test_1243d,chocolate
test_1244a,jam
test_1244b,tea
test_1244c,water
test_1244d,coffee
test_1245a,nuts
test_1245b,water
test_1245c,juice
test_1245d,tea
test_1246a,chocolate
test_1246b,oil
test_1246c,chocolate
test_1246d,chips
test_1247a,water
test_1247b,fish
test_1247c,jam
test_1247d,honey
test_1248a,honey
test_1248b,chocolate
test_1248c,candy
test_1248d,tomatosauce
test_1249a,nuts
test_1249b,water
test_1249c,juice
test_1249d,chocolate
test_1250a,coffee
test_1250b,cake
test_1250c,spices
test_1250d,coffee
test_1251a,candy
test_1251b,coffee
test_1251c,water
test_1251d,jam
test_1252a,candy
test_1252b,honey
test_1252c,candy
test_1252d,jam
test_1253a,water
test_1253b,honey
test_1253c,water
test_1253d,coffee
test_1254a,soda
test_1254b,milk
test_1254c,cereal
test_1254d,juice
test_1255a,pasta
test_1255b,cake
test_1255c,chocolate
test_1255d,candy
test_1256a,cake
test_1256b,rice
test_1256c,tomatosauce
test_1256d,honey
test_1257a,tea
test_1257b,spices
test_1257c,jam
test_1257d,candy
test_1258a,milk
test_1258b,juice
test_1258c,chocolate
test_1258d,soda
test_1259a,water
test_1259b,tea
test_1259c,vinegar
test_1259d,chips
test_1260a,chocolate
test_1260b,juice
test_1260c,flour
test_1260d,water
test_1261a,nuts
test_1261b,tomatosauce
test_1261c,chocolate
test_1261d,coffee
test_1262a,candy
test_1262b,candy
test_1262c,chips
test_1262d,soda
test_1263a,spices
test_1263b,chips
test_1263c,coffee
test_1263d,coffee
test_1264a,chocolate
test_1264b,cereal
test_1264c,tea
test_1264d,pasta
test_1265a,jam
test_1265b,tomatosauce
test_1265c,coffee
test_1265d,chocolate
test_1266a,tomatosauce
test_1266b,vinegar
test_1266c,rice
test_1266d,chocolate
test_1267a,rice
test_1267b,candy
test_1267c,rice
test_1267d,chocolate
test_1268a,coffee
test_1268b,jam
test_1268c,rice
test_1268d,pasta
test_1269a,tomatosauce
test_1269b,tomatosauce
test_1269c,chocolate
test_1269d,spices
test_1270a,jam
test_1270b,juice
test_1270c,tea
test_1270d,coffee
test_1271a,tea
test_1271b,rice
test_1271c,honey
test_1271d,chocolate
test_1272a,water
test_1272b,jam
test_1272c,tea
test_1272d,coffee
test_1273a,water
test_1273b,jam
test_1273c,chips
test_1273d,coffee
test_1274a,water
test_1274b,honey
test_1274c,coffee
test_1274d,tomatosauce
test_1275a,jam
test_1275b,vinegar
test_1275c,chocolate
test_1275d,chocolate
test_1276a,nuts
test_1276b,coffee
test_1276c,coffee
test_1276d,tea
test_1277a,tea
test_1277b,chocolate
test_1277c,milk
test_1277d,candy
test_1278a,candy
test_1278b,chips
test_1278c,tea
test_1278d,tea
test_1279a,pasta
test_1279b,candy
test_1279c,candy
test_1279d,tea
test_1280a,coffee
test_1280b,tea
test_1280c,coffee
test_1280d,cake
test_1281a,coffee
test_1281b,water
test_1281c,water
test_1281d,coffee
test_1282a,juice
test_1282b,honey
test_1282c,chocolate
test_1282d,candy
test_1283a,tea
test_1283b,spices
test_1283c,chocolate
test_1283d,rice
test_1284a,chocolate
test_1284b,water
test_1284c,honey
test_1284d,juice
test_1285a,chocolate
test_1285b,chocolate
test_1285c,coffee
test_1285d,milk
test_1286a,tea
test_1286b,juice
test_1286c,chocolate
test_1286d,chocolate
test_1287a,chocolate
test_1287b,tea
test_1287c,candy
test_1287d,candy
test_1288a,vinegar
test_1288b,coffee
test_1288c,juice
test_1288d,cereal
test_1289a,chocolate
test_1289b,oil
test_1289c,rice
test_1289d,chocolate
test_1290a,milk
test_1290b,water
test_1290c,oil
test_1290d,spices
test_1291a,sugar
test_1291b,oil
test_1291c,coffee
test_1291d,cereal
test_1292a,nuts
test_1292b,chocolate
test_1292c,chocolate
test_1292d,chocolate
test_1293a,water
test_1293b,chocolate
test_1293c,cake
test_1293d,chocolate
test_1294a,oil
test_1294b,flour
test_1294c,chocolate
test_1294d,milk
test_1295a,honey
test_1295b,flour
test_1295c,chips
test_1295d,coffee
test_1296a,candy
test_1296b,honey
test_1296c,tomatosauce
test_1296d,water
test_1297a,rice
test_1297b,juice
test_1297c,honey
test_1297d,jam
test_1298a,milk
test_1298b,coffee
test_1298c,vinegar
test_1298d,cereal
test_1299a,chocolate
test_1299b,tea
test_1299c,jam
test_1299d,juice
test_1300a,chips
test_1300b,chips
test_1300c,water
test_1300d,spices
test_1301a,oil
test_1301b,tea
test_1301c,chocolate
test_1301d,honey
test_1302a,tomatosauce
test_1302b,juice
test_1302c,jam
test_1302d,coffee
test_1303a,water
test_1303b,water
test_1303c,candy
test_1303d,milk
test_1304a,soda
test_1304b,tea
test_1304c,soda
test_1304d,coffee
test_1305a,chocolate
test_1305b,chocolate
test_1305c,chocolate
test_1305d,fish
test_1306a,candy
test_1306b,coffee
test_1306c,honey
test_1306d,candy
test_1307a,tea
test_1307b,tomatosauce
test_1307c,coffee
test_1307d,candy
test_1308a,flour
test_1308b,candy
test_1308c,chocolate
test_1308d,milk
test_1309a,chocolate
test_1309b,tea
test_1309c,candy
test_1309d,chocolate
test_1310a,chocolate
test_1310b,jam
test_1310c,jam
test_1310d,jam
test_1311a,rice
test_1311b,fish
test_1311c,chocolate
test_1311d,water
test_1312a,beans
test_1312b,fish
test_1312c,tea
test_1312d,tea
test_1313a,soda
test_1313b,honey
test_1313c,water
test_1313d,jam
test_1314a,jam
test_1314b,rice
test_1314c,chocolate
test_1314d,milk
test_1315a,juice
test_1315b,tea
test_1315c,tea
test_1315d,cake
test_1316a,coffee
test_1316b,chocolate
test_1316c,tea
test_1316d,coffee
test_1317a,jam
test_1317b,juice
test_1317c,coffee
test_1317d,tea
test_1318a,chocolate
test_1318b,tomatosauce
test_1318c,tomatosauce
test_1318d,milk
test_1319a,coffee
test_1319b,coffee
test_1319c,beans
test_1319d,milk
test_1320a,milk
test_1320b,soda
test_1320c,jam
test_1320d,tea
test_1321a,chocolate
test_1321b,candy
test_1321c,jam
test_1321d,tomatosauce
test_1322a,honey
test_1322b,coffee
test_1322c,tomatosauce
test_1322d,nuts
test_1323a,candy
test_1323b,chocolate
test_1323c,chocolate
test_1323d,tea
test_1324a,juice
test_1324b,tea
test_1324c,vinegar
test_1324d,beans
test_1325a,water
test_1325b,tea
test_1325c,tea
test_1325d,tomatosauce
test_1326a,honey
test_1326b,tea
test_1326c,honey
test_1326d,tea
test_1327a,tomatosauce
test_1327b,milk
test_1327c,milk
test_1327d,water
test_1328a,tea
test_1328b,tea
test_1328c,chips
test_1328d,water
test_1329a,tomatosauce
test_1329b,chocolate
test_1329c,oil
test_1329d,cake
test_1330a,tea
test_1330b,tomatosauce
test_1330c,nuts
test_1330d,chocolate
test_1331a,chocolate
test_1331b,juice
test_1331c,jam
test_1331d,water
test_1332a,nuts
test_1332b,milk
test_1332c,candy
test_1332d,cereal
test_1333a,rice
test_1333b,tomatosauce
test_1333c,juice
test_1333d,chocolate
test_1334a,tea
test_1334b,candy
test_1334c,chocolate
test_1334d,tomatosauce
test_1335a,tomatosauce
test_1335b,water
test_1335c,chocolate
test_1335d,cereal
test_1336a,cereal
test_1336b,jam
test_1336c,chocolate
test_1336d,chocolate
test_1337a,tea
test_1337b,chocolate
test_1337c,spices
test_1337d,oil
test_1338a,oil
test_1338b,chocolate
test_1338c,honey
test_1338d,jam
test_1339a,tea
test_1339b,oil
test_1339c,cereal
test_1339d,cereal
test_1340a,milk
test_1340b,chocolate
test_1340c,tomatosauce
test_1340d,cake
test_1341a,tomatosauce
test_1341b,chocolate
test_1341c,honey
test_1341d,chocolate
test_1342a,honey
test_1342b,candy
test_1342c,tomatosauce
test_1342d,water
test_1343a,cereal
test_1343b,cereal
test_1343c,candy
test_1343d,milk
test_1344a,chocolate
test_1344b,chocolate
test_1344c,cereal
test_1344d,coffee
test_1345a,chocolate
test_1345b,tea
test_1345c,water
test_1345d,tea
test_1346a,tomatosauce
test_1346b,flour
test_1346c,jam
test_1346d,rice
test_1347a,jam
test_1347b,chocolate
test_1347c,fish
test_1347d,nuts
test_1348a,milk
test_1348b,chips
test_1348c,chocolate
test_1348d,honey
test_1349a,coffee
test_1349b,cereal
test_1349c,spices
test_1349d,coffee
test_1350a,cereal
test_1350b,rice
test_1350c,spices
test_1350d,water
test_1351a,jam
test_1351b,cereal
test_1351c,tomatosauce
test_1351d,water
test_1352a,milk
test_1352b,water
test_1352c,rice
test_1352d,fish
test_1353a,cake
test_1353b,cereal
test_1353c,cake
test_1353d,cereal
test_1354a,tomatosauce
test_1354b,tomatosauce
test_1354c,oil
test_1354d,chocolate
test_1355a,water
test_1355b,chocolate
test_1355c,water
test_1355d,coffee
test_1356a,tea
test_1356b,juice
test_1356c,candy
test_1356d,flour
test_1357a,tea
test_1357b,jam
test_1357c,soda
test_1357d,jam
test_1358a,cereal
test_1358b,tomatosauce
test_1358c,tomatosauce
test_1358d,tea
test_1359a,fish
test_1359b,tomatosauce
test_1359c,soda
test_1359d,milk
test_1360a,milk
test_1360b,chocolate
test_1360c,oil
test_1360d,milk
test_1361a,chocolate
test_1361b,tea
test_1361c,juice
test_1361d,chocolate
test_1362a,coffee
test_1362b,honey
